Temperature,Exposure duration,pH,Light,Type,Size,Concentration,Transcription,Cellular community - prokaryotes,Amino acid metabolism,Drug resistance: antimicrobial,"Folding, sorting and degradation",Infectious disease: bacterial,Lipid metabolism,Membrane transport,Translation,Carbohydrate metabolism,Xenobiotics biodegradation and metabolism,Energy metabolism
37,1,NA,0,PS,1,0.008,3965228.75,200964.33,1884442.42,102118.77,797187.51,66717.03,1008686.03,1188068.84,2232834.58,111905.74,113308.09,814628.02
37,1,NA,0,PS,1,0.008,2913430.49,184345.69,1396241.77,77142.28,566358.62,49799.97,684740.85,1077522.81,1628355.97,83099.18,63913.07,579658.69
37,1,7.2,0,PS,1,0.008,3819463.35,236045.8,1845395.75,98517.26,752123.4,64243.2,899435.55,1388984.09,2131943.24,106459.96,80855.86,757476.63
37,1,7.2,0,PS,1,0.008,3521705.89,240614.63,1562612.71,76045.95,674658,52455.73,762833.63,1379923.12,1997457.85,107722.09,78253.26,697915.9
37,1,NA,0,PS,1,0.008,3932293.96,241712.08,1786133.63,98699.37,804619.03,60241.93,938899.18,1231795.67,2239744,113470.49,97514.17,791035.7
37,1,7.2,0,PS,1,0.008,3828999.22,260600.4,1672340.05,79895.23,737623.32,57968.21,837019.24,1487099.14,2166455.35,116853.91,81902.48,757291.34
37,1,7.2,0,PS,1,0.008,3494508.09,151316.99,1810904.11,121321.58,729796.47,69960.48,907768.75,923798.96,1924528.79,85464.38,69894.14,693408.3
37,1,7.2,0,PS,1,0.008,3176335.96,161972.32,1583879.93,98273.71,657320.5,58168.8,802827.6,945883.12,1791990.3,84368.21,65642.23,632589.74
37,1,NA,0,PS,1,0.008,3845413.72,187939.31,1764089.07,103308.47,783321.85,65054.9,921394.2,1065834.12,2163587.98,107644.09,96027.59,763552.32
37,1,7.2,0,PS,1,0.008,3410345.32,225226.62,1782182.75,104170.9,621930.46,65994.88,810216.98,1546613.38,1789855.71,85551.09,47752.65,642636.54
37,1,NA,0,PS,1,0.008,2968430.88,169687.62,1428271.84,82395.91,611016.97,49988.83,736624.03,924545.12,1700353.18,84133.15,68756.42,600738.25
37,1,NA,0,PS,1,0.008,3416660.65,199226.9,1759148.17,101837.5,671148.16,68980.45,839789.06,1266186.49,1882254.44,89477.42,51791.83,660726.55
18,2,7.5,#N/A,PS,1,0.0000022,2359318.7,470812,1303345.7,10881.6,388751.68,20108.01,585107.17,1218686.11,981343.51,61760.77,81636.88,503015.86
18,2,7.5,#N/A,PS,1,0.0000022,1173909.18,225214.09,654389.7,7707.11,192802.86,11734.59,299164.77,606931.35,487441.01,30433.76,45554.69,253625.79
18,2,7.5,#N/A,PS,1,0.0000022,2087292.19,364764.9,1241477.65,24825.99,353038.31,26629.22,636513.41,1052628.78,856199.67,50227.37,98157.35,505419.87
18,2,7.5,#N/A,PS,1,0.0000022,315052.58,37765.44,207112.9,4521.96,58505.58,3926.73,123795.55,146824.09,136958.25,7051.49,10800.16,83970.98
18,2,7.5,#N/A,PS,1,0.0000022,1071738.96,166999.68,685455.6,12362.44,186274.14,11342.42,378601.6,544755.48,422228.4,23443.3,39974.76,276483.88
18,2,7.5,#N/A,PS,1,0.0000022,242224.07,25348.76,168535.21,4719.78,50046.49,3356.96,107355.83,111109.6,121790.38,5975.32,6424.73,65101.91
37,5,NA,0,PS,1,0.008,9332224.8,673366.47,3943402.71,149988.53,1826317.48,111412.56,2032680.09,3679990.47,5596708.64,312836.26,246558.66,1885738.93
37,5,NA,0,PS,1,0.008,7869608.33,532173.83,3506311.69,156291.85,1595531.27,108827.64,1908393.69,2765703.32,4640726.34,248075.14,244354.05,1638379.76
37,5,NA,0,PS,1,0.008,9407203.66,695316.29,5050575.87,282346.22,1671746.29,183192.13,2172192.83,4594404.83,4947939.36,245595.41,111581.51,1775512.02
37,5,NA,0,PS,1,0.008,3894953.14,243465.23,1804011.16,92427.49,779237.77,60236.55,920927.37,1368369.19,2244921.71,115547.09,87507.49,780414.03
37,5,NA,0,PS,1,0.008,5195749.16,399952.34,2736979.91,148840.48,893418,100199.74,1229364.81,2562402.72,2635938.02,127966.29,57096.16,954029.41
37,5,NA,0,PS,1,0.008,4435008.57,311603.26,2277322.72,110849.42,813436.28,80507.56,1005390.9,2055608.34,2402577.49,120640.13,70654.96,858571.75
37,5,7.2,0,PS,1,0.008,8005450.77,627688.23,4292023.28,198091.69,1387516.75,155572.39,1772656.79,4265816.34,4146197.52,204260.15,99022.09,1507010.49
37,5,NA,0,PS,1,0.008,4645770.92,286495.27,2328978.45,122525.87,920805.92,82348.88,1157956.66,1702431.58,2595381.81,127993.43,108005.1,940226
37,5,7.2,0,PS,1,0.008,2670303.01,157507.53,1215547.13,54364.28,514720.94,44201.22,669561.56,920252.27,1466517.14,78183.78,108649.62,574453.08
37,5,NA,0,PS,1,0.008,2979761.09,180827.87,1383524.89,67099.86,595199.11,47929.45,752309.43,992823.49,1678687.88,87043.45,102184.59,629219.17
37,5,7.2,0,PS,1,0.008,3722196.15,294021.4,1844867.81,91838.55,660098.7,65793.21,885306.6,1657138.71,1935055.46,98387.8,66750.97,715554.38
37,5,NA,0,PS,1,0.008,3730455.59,264287.6,1892817.81,114699.22,663503.15,71035.86,849147.37,1619630.43,1921129.87,95080.71,51747.43,710485.33
37,5,NA,0,PS,1,0.008,3632934.7,246432.51,1919755.96,108758.69,672993.51,70983.47,869219.96,1561407.95,1930142.69,92233.76,52510.09,698176.56
37,5,NA,0,PS,1,0.008,13511859.09,1127535.2,7164000.69,331860.99,2298594.62,253241.4,2979687.37,7279984.81,6992945.37,351220.31,161096.84,2534666.12
37,5,NA,0,PS,1,0.008,10826641.17,892102.72,5539275.75,267690.13,1880835.68,190022.31,2405410.11,5282500.1,5643356.54,286194.98,150438.21,2040521.7
37,5,7.2,0,PS,1,0.008,7141430.71,479061.26,3201945.52,145068.26,1385317.85,103111.57,1579011.41,2783277.47,4098857.01,220120.52,166059.47,1429649.64
37,5,7.2,0,PS,1,0.008,10454517.68,806432.27,5041484.44,208086.82,1937150.04,161546.12,2306507.66,4938171.42,5882872.8,314516.19,209077.31,2064206.96
37,5,7.2,0,PS,1,0.008,9582569.29,752799.72,4999309.28,287586.2,1694493.46,182861.48,2144577.85,4866611.28,5065501.84,253111.24,112638.88,1823708.16
37,5,7.2,0,PS,1,0.008,4370851.29,296250.59,2230071.03,133998.37,829874.33,80469.22,1027681.66,1799349.12,2375806.29,116203.68,68660.09,852566.13
37,5,7.2,0,PS,1,0.008,10190599.92,833572.82,5408199.69,289187.23,1760949.64,196259.65,2259308.09,5377908.08,5383143.37,274283.72,104899.09,1904032.61
37,5,7.2,0,PS,1,0.008,7928060.37,400045.72,3103862.26,127625.59,1504972.6,110171.11,1534742.49,2826749.92,4651985.53,266924.51,189188.42,1577367.87
37,5,NA,0,PS,1,0.008,7862896.5,644167.12,4012708.14,224605.01,1248174.26,141595.32,1748746.59,4263701.21,3779358.4,189441.15,79230.86,1415320.33
37,5,7.2,0,PS,1,0.008,7066059.67,503554.55,3619008.16,210240.08,1214870.34,131806.39,1582784.62,3633917.03,3615863.39,176841.4,92238.52,1290754.28
37,5,7.2,0,PS,1,0.008,5070195.86,295799.23,2492366.59,147912.06,964102.06,89081.13,1213544.4,1957231.52,2725814.61,131798.25,95463.39,972346.78
37,5,7.2,0,PS,1,0.008,5004460.96,397465.94,2647808.91,132636.57,905533.48,94668.28,1152779.21,2500855.95,2726394.78,137878.55,69941.7,957282.24
37,9,NA,0,PS,1,0.008,6446274.64,384552.59,2830869.36,127696.29,1279589.71,90860.24,1438368.59,2312883.68,3814459.25,206608.33,161621.7,1310459.44
37,9,7.2,0,PS,1,0.008,2784645.15,205387.42,1182336.78,50302.43,538185.16,38882.85,600040.37,1148721.2,1623865.9,88804.99,65143.35,545891.01
37,9,NA,0,PS,1,0.008,5934799.24,322560.4,2986345.66,176838.77,1193224.94,108167.36,1461772.37,1984005.27,3317978.53,159084.16,115951.22,1179418.35
37,9,7.2,0,PS,1,0.008,10177209.56,824564.12,5281336.95,280690.2,1673838.52,187589.76,2249166.46,4981606.76,4988991.58,243432.73,106361.83,1860017.53
37,9,7.2,0,PS,1,0.008,6845087.09,333818.2,3423871.15,189988.42,1338943.46,135923.53,1912951.93,1996732.73,3598888.82,174869.27,305454.43,1490308.67
37,9,7.2,0,PS,1,0.008,10288260.13,771263.07,5540512.82,258749.13,1816436.47,203952.76,2404939.58,5207656.69,5395128.65,267648.94,185077.72,2001850.49
37,9,7.2,0,PS,1,0.008,8389011.41,487511.06,4256314.89,209226.8,1513648.62,167835.24,2341609.34,3004100.87,4249021.69,219093.64,433642.16,1884697.97
37,9,NA,0,PS,1,0.008,8126558.64,540014.63,4246493.4,221076.57,1465026.97,160943.39,1951367.65,3564029.66,4228587.3,206573.75,165604.51,1584546.68
37,9,7.2,0,PS,1,0.008,9008313.56,664707.85,4623754.74,295260.18,1553809.27,171361.76,1933924.69,4011548.09,4553998.87,224585.95,97717.54,1687005.85
37,9,NA,0,PS,1,0.008,9541103.12,723149.23,4540624.68,222473.09,1830527.12,151699.16,2215399.19,3963769.4,5340650.01,278029.55,195936.65,1887575.29
37,9,NA,0,PS,1,0.008,2411235.3,145496.74,1062987.42,53093.06,478631.24,35891.92,544674.26,809291.21,1385177.06,73643.55,60143.37,481806.99
37,9,NA,0,PS,1,0.008,8200611.12,610219.98,4306051.59,210982.3,1498403.95,154636.75,1888850.16,3960028.54,4375557.8,215186.19,125734.86,1576156.28
37,9,NA,0,PS,1,0.008,9879878.44,776763.51,5232848.55,301502.66,1711330.3,192247.03,2152664.73,5173542.12,5128320.19,256252.08,100850.41,1859779.76
37,9,NA,0,PS,1,0.008,8242841.63,549553.62,3826196.26,175047.97,1599619.44,117021.9,1863709.79,3285354.32,4826229.53,261211.24,184343.36,1675613.52
37,9,NA,0,PS,1,0.008,11944849.88,964779.85,6509081.74,350760.17,2101029.88,239905.51,2690111.1,6281156.34,6406467.32,324734.93,116510.3,2257352.51
37,9,7.2,0,PS,1,0.008,7892225.12,576121.14,4162560.4,266116.6,1329402.91,153809.49,1720709.57,4305083.04,4068294.76,199964.93,75613.49,1432493.65
37,9,7.2,0,PS,1,0.008,8494686.72,606876.94,4409549.57,239026.07,1562119.01,156763.2,1988325.15,3906770.55,4580263.53,227372.38,127203.38,1631716.84
37,21,7.2,0,PS,1,0.008,8418888.99,486112.38,3021752.69,124406.19,1604338.1,123964.76,1561164.17,2936836.05,4798467.04,277708.74,183185.16,1613926.12
37,21,NA,0,PS,1,0.008,9233849.65,631469.97,4030856.03,192162.93,1795552.07,138092.05,2034923.69,3594169.06,5279507.17,284271.59,202567.52,1822111.76
37,21,7.2,0,PS,1,0.008,6824969,432852.86,2966700.76,145747.6,1367724.06,97054.27,1565087.44,2311424.31,3971550.52,209879.41,172370.31,1361192.4
37,21,7.2,0,PS,1,0.008,12908255.94,1038556.85,6884791.11,311853.19,2241966.48,247171.36,2877353.98,6971779.54,6747607.61,336834.74,172834.46,2448242.31
37,21,NA,0,PS,1,0.008,6832345.98,456264.81,2857441.63,136212.33,1344986,100118.4,1493248.48,2432438.85,3876589.52,208925.38,164039.72,1350687.04
37,21,NA,0,PS,1,0.008,8178761.41,595135.74,3402124.77,136618.89,1545133.63,110496.14,1688711.05,3365910.33,4646025.72,260005.9,193313.85,1619318.18
37,21,7.2,0,PS,1,0.008,6966848.01,391193.3,3047705.12,151734.34,1373138.51,105717.39,1526120.63,2507902.61,4111019.22,221686.45,148238.29,1393912.46
37,21,NA,0,PS,1,0.008,9346509.63,792157.77,4492997.91,223834.66,1691678.59,147146.04,2057457.34,4213278.04,4995537.79,260761.32,160751.53,1801269.6
25,14,#N/A,16,PS,1.1,0.0001,2061271.65,268897.65,1103756.89,80591.96,280737.29,79049.11,649988.89,1154997.12,640698.48,31969.65,135337.37,384927.41
25,14,#N/A,16,PS,1.1,0.0001,1209930.92,134096.75,776452.71,42888.3,232986.27,34526.2,425770.33,641037.62,611022.48,34612.04,38520.62,276332.66
25,14,#N/A,16,PS,1.1,0.0001,1239092.66,159091.19,808075.22,48359.88,238336.71,38277.1,448898.59,655762.97,597428.38,34959.89,54297.69,286573.35
25,14,#N/A,16,PS,1.1,0.0001,397397.65,36156.35,242643.47,9019.24,86297.62,10735.14,157988.7,193334.93,222330.6,15573.75,16717.53,92943.3
25,14,#N/A,16,PS,1.1,0.001,1143965.34,65554.09,679193.86,30271.89,226307.94,25357.28,362989.57,548524.35,648505.84,27750.55,7960.21,250438.32
25,14,#N/A,16,PS,1.1,0.001,422749.01,36181.33,295544.21,10711.59,111977.07,9822.13,178918.13,197198.49,303403.69,15628.73,15323.18,113208.59
25,14,#N/A,16,PS,1.1,0.001,3715792.54,199224.91,2173708.3,98874.28,701502.34,82419.87,1134411.65,1826128.28,2043928.65,82518.05,10025.53,797981.1
25,14,#N/A,16,PS,1.1,0.001,3004511.62,155649.69,1717433.75,85088.87,564725.34,64111.29,902337.92,1375416.51,1603214.57,65698.5,11735.89,628993.69
25,28,7.2,12,PS,2,0.000036,273239.5,29595.21,197676.96,7540.53,72656.91,5577.38,106724.06,125118.87,203403.25,15232.96,5276.27,62002.31
25,28,7.2,12,PS,2,0.000036,464060.48,52681.93,346932.29,12231.09,125189.67,7745.86,184400.35,207176.16,357867.03,29837.01,7237.54,101870.97
25,28,7.2,12,PS,2,0.000036,1617536.6,224998.19,894199.06,72547.7,237255.07,62371.5,514483.59,944101.8,575252.3,38669.89,98249.23,293201.4
25,28,7.2,12,PS,2,0.000036,303216.3,34149.06,213170.37,9634.35,77112.75,6891.44,118037.49,144813.46,211685.12,16495.83,7007.87,66957.03
25,28,7.2,12,PS,2,0.000036,2726079.73,387639.54,1412823.85,131012.56,345498.43,116128.63,829637.3,1656119.89,778449.95,43034.49,186347.61,481196.23
18,28,NA,16,PS,2.5,0.0001,4395073.97,390761.13,3562542.04,60067.21,1326070.58,68026.81,1834368.17,1285853.12,4818830.8,453999.92,98179.28,869755.04
18,28,NA,16,PS,2.5,0.0001,5232025.34,618762.35,3073226.75,166649.14,920369.81,152930.37,1758062.4,2586980.01,2787723.02,259522.68,288006.18,860946.73
18,28,NA,16,PS,2.5,0.0001,5685882.13,605611.96,3725925.97,131768.55,1209459.41,122678.44,1977938.48,2347435.42,3976747.78,365610.6,258517.33,977367.64
18,28,NA,16,PS,2.5,0.0001,3774815.55,374330.62,2603239.1,62219.62,889442.66,64619.19,1404143.63,1384847.85,3053284.04,300556.61,140467.58,657257.12
18,28,NA,16,PS,2.5,0.0001,7307825.02,696277.98,4191147.83,103232.53,1355666.59,231616.67,2389549.48,2944095.46,3984096.21,304417.71,398653.75,1530071.16
18,28,NA,16,PS,2.5,0.0001,2892712.45,246145.65,2377041.62,30455.44,908296.84,39990,1227815.64,768717.94,3348100.39,311861.21,49151.94,567543.21
18,28,NA,16,PS,2.5,0.0001,4890314.54,499867.62,2822670.68,122577.62,855368.78,147120.6,1670960.45,2219184.15,2509440.03,216005.27,293503.6,939058.63
18,28,NA,16,PS,2.5,0.0001,7651633.02,882218.31,4332916.7,177505,1252825.96,180810.12,2464004.42,3518597.38,3451837.85,285323.97,468634.57,1311073.72
28,30,7.83,14,PS,2.5,0.00001,22719.68,2223.14,14099.51,539.89,5484.77,2231.81,7586.57,10366.85,15422.25,875.48,266.79,5310.83
28,30,7.83,14,PS,2.5,0.00001,52542.63,5373.19,32389.41,1336.19,12489.07,5539.31,17297.42,24618.95,34942.65,1937.98,610.44,12482.08
28,30,7.83,14,PS,2.5,0.00001,48825.29,4593.41,30981.08,1113.24,11981.58,4588.01,15835.65,22583.37,33880.8,1872.78,457.21,11395.65
28,30,7.83,14,PS,2.5,0.00001,93078.13,11296.06,63354.73,2732.34,24752.66,4421.64,42681.37,46765.73,66873.04,4177.31,1911.23,24574.81
28,30,7.83,14,PS,2.5,0.00001,76266.03,10106.21,53834.92,2644.13,21206.17,3906.47,40317.66,38856.61,55067.4,3150.9,2265.89,23267.09
28,30,7.83,14,PS,2.5,0.00001,79694.29,9982.55,54389.65,2405.8,21365.94,3891.75,37346.8,41656.51,57399.1,3520.99,1766.37,21563.59
28,30,7.83,14,PS,2.5,0.00001,71099.37,7181.06,47349.29,1692.16,18320.62,4306.18,28365.52,33702.48,50329.2,2829.71,1321.68,17859.72
28,30,7.83,14,PS,2.5,0.00001,57863.64,5994.79,34417.55,1546.57,13079.57,6760.77,18482.65,26553.48,36450.98,2030.81,791.72,13715.33
28,30,7.83,14,PS,2.5,0.00001,27559.57,2853.57,17196.61,731.79,6569.91,2773.21,9576.21,13027.07,18032.4,1003.48,430.45,6625.14
28,30,7.83,14,PS,2.5,0.00001,184210.65,18542.09,106527.71,5389.01,38613.57,6680.42,65889,77196.14,98822.8,5692.96,6016.26,42275.72
28,30,7.83,14,PS,2.5,0.00001,65084.49,7735.28,45441.85,1988.95,17730,2801.8,30099.67,33417.96,46450.93,2784.21,1385.89,17782.05
28,30,7.83,14,PS,2.5,0.00001,538170.8,45131.7,386046.5,6186.34,125296.44,7416.63,223697.52,168216.99,342791.31,18913.62,46006.62,167195
27,21,7.55,14,PS,3,0.000044,1323411.19,197693.09,758215.25,17296.59,260066.69,28814.94,502126.73,580848.85,666354.34,50455.9,61068.88,277862.78
27,21,7.55,14,PS,3,0.000044,639483.94,87527.45,373453.11,7113.79,128886.92,12788.62,231502.85,304485.23,339154.66,25464.95,24540.53,143668.48
27,21,7.55,14,PS,3,0.000044,1438653.46,217956.18,819590.02,18259.77,281508.08,30999.86,539867.53,628943.77,726588.46,55880.81,65545.99,298432.7
27,21,7.55,14,PS,3,0.000044,611718.89,109914.62,338510.91,4716.9,108885.85,8679.16,175174.71,300730.18,280755.1,19790.17,20807.58,127054.34
27,21,7.55,14,PS,3,0.000044,834848.78,156079.49,457547.44,5416.89,145512.63,10365.11,226565.26,418430.52,369972.15,25034.79,26937,172114
27,21,7.55,14,PS,3,0.000044,319804.49,55593.82,179231.21,3552.18,54450.94,5095.29,90847.11,154455.18,137859.71,9088.62,11976.35,67093.37
27,14,7.5,14,PS,5,0.000005,138759.07,23650.24,93021.22,2703.8,34515.78,2942.91,57180.58,59698.16,91983.76,5786.5,2969.61,31775.49
27,14,7.5,14,PS,5,0.000005,103054.32,18406.74,67811.68,1713.91,23261.71,1858.67,38644.73,41242.66,59244.2,3587.35,2368.17,21945.76
27,14,7.5,14,PS,5,0.000005,101630.79,17131.12,67587.54,1524.9,23831.39,1858.81,38125.06,40270.67,63653.04,3871.37,2293.28,21727.57
27,14,7.5,14,PS,5,0.000005,63724.54,11142.07,42110.84,869.1,15162.74,1177.06,23251.51,24568.17,40811.19,2573.02,854.43,12830.42
27,14,7.5,14,PS,5,0.000005,110478.57,17740.31,73562.32,1944.12,26569.34,2209.19,43642.46,47321.62,70175.81,4249.22,2644.36,25103.46
27,14,7.5,14,PS,5,0.000005,201928.43,37581.45,132810.18,2300.33,47311.84,3497.49,69353.78,74970.5,126860.04,7872.05,1529.44,38267.92
27,14,7.5,14,PS,5,0.000005,141317.39,26384.19,91104.61,1748.39,31302.03,2266.93,47417.39,53256.85,81698.25,5132.19,1981.94,26910.55
27,14,7.5,14,PS,5,0.000005,264625.13,50827.83,171359.35,3020.11,59902.1,4285.72,88549.82,99824.79,159062.4,9863.8,2425.21,49296.48
27,14,7.5,14,PS,5,0.000005,101479.55,16531.71,68178.69,1573.46,24352.21,1886.31,37102.38,41814.86,64581.08,3846.34,1474.65,21533.29
27,14,7.5,14,PS,5,0.000005,101497.19,21287.09,65525.48,937.71,22492.32,1601.83,32504.34,33760.38,59195.6,3788.29,375.02,17149.42
27,14,7.5,14,PS,5,0.000005,189394.88,41543.69,120928.3,1454.33,40912.02,2844.66,58204.44,59483.16,107384.02,7034.65,196.71,29996.37
27,14,7.5,14,PS,5,0.000005,133832.98,28480.29,85669.7,1076.83,29180.36,2077.44,41496.2,43106.14,76968.6,4988.41,298.95,21733.35
27,14,7.5,14,PS,5,0.000005,157090.83,33373.34,100759.16,1315.79,34299.09,2415.95,49378.5,50733.39,90219.49,5879.36,573.36,25859.57
27,14,7.5,14,PS,5,0.000005,179998.73,38780.04,115426.45,1416.83,39455.11,2732.19,55961.7,57262.64,104358.35,6870.16,200.2,28913.1
25,21,7.2,14,PS,5,0.000005,194872.24,41959.67,125140.3,1562.99,42628.9,2981.76,60709.58,62286.46,112271.64,7283.21,270.37,31537.59
25,21,7.2,14,PS,5,0.000005,453259.26,50562.82,244647.67,5071.64,88187.22,7356.41,172953.7,171280.15,270678.84,23134,16922.9,85384.38
25,21,7.2,14,PS,5,0.000005,343564.87,40145.18,178921.97,2204.41,67188.49,5147.55,134206.4,122777.93,215274.85,19711.66,13103.03,60866.57
25,21,7.2,14,PS,5,0.00005,398829.46,45649.44,205753.21,2848.37,77498.27,6037.87,152283.42,146086.75,247610.18,22174.62,14327.8,70965.61
25,21,7.2,14,PS,5,0.00005,244235.59,21452.79,142827.09,3568.2,43906.32,4307.89,78273.66,103714.8,115878.51,7011.07,10232.01,55033.87
25,21,7.2,14,PS,5,0.00005,184088.83,16676.99,104271,2186.68,30707.5,2812.15,58233.22,74355.09,81827.54,5182.59,9140.22,40367.89
33,28,NA,23,PE,5,0.02,4831318.2,661761.84,2836397.17,81104.46,948641.17,91182.54,1737922.48,2496589.9,2382646.89,141963.65,271304.17,1170206.48
33,28,NA,23,PE,5,0.02,2243622.82,234625.78,1302916.26,51159.6,444969.35,66582.82,837336.64,1048294.86,1135281.18,70507.68,107026.25,513096.35
33,28,NA,23,PE,5,0.02,4952908.22,509133.48,2218829.91,107707.45,1012724.39,152713.15,1168369.35,2141248.19,3196780.93,215143.31,101325.64,1065633.05
33,28,NA,23,PE,5,0.02,3149336.56,387491.95,1780800.71,53577.9,629434.85,69415.91,1094632.41,1490515.37,1663167.66,103937.28,162278.2,755970.95
33,28,NA,23,PE,5,0.02,1509251.46,152315.34,882930.61,26435.93,304642.84,37070.45,569230.79,702271.41,823046.82,53753.29,64953.54,334778.4
33,28,NA,23,PE,5,0.02,3009239.11,310725.65,1234692.96,86646.93,654341.16,107015.29,582265.25,1220942.36,2153541.36,136187.97,19805.15,654687.63
33,28,NA,23,PE,5,0.02,3904891.89,358991.57,2134917.35,59224.33,697648.19,81476.01,1251684.1,1997447.59,2032983.68,143258.84,144635.34,805727.06
33,28,NA,23,PE,5,0.02,3574395.91,369149.77,2028307.61,44926.48,692873.17,83347.64,1325548.3,1561428.57,1794540.85,115847.42,224330.09,880723.81
23,7,#N/A,12,PS,5,0.5,244235.59,21452.79,142827.09,3568.2,43906.32,4307.89,78273.66,103714.8,115878.51,7011.07,10232.01,55033.87
23,7,#N/A,12,PS,5,0.5,184088.83,16676.99,104271,2186.68,30707.5,2812.15,58233.22,74355.09,81827.54,5182.59,9140.22,40367.89
23,7,#N/A,12,PS,5,0.5,192103.95,17124.86,111103.53,2736.36,33446.35,3180.86,62109.9,79300.97,87751.08,5409.45,8988.69,42991.78
23,7,#N/A,12,PS,5,0.5,4526391.98,329084.93,2037992.39,89466.41,806888.59,77785.81,977076.23,1960672.18,2429264.88,133619.57,88700.02,850305.99
28,14,#N/A,12,PS,5,0.5,3438337.93,198866.69,1303792.05,40487.38,562861.65,53672.1,625457.26,1155273.29,1771473.08,109661.67,97253.32,583559.87
23,28,#N/A,12,PS,5,0.5,4307686.8,285723.89,1955063.62,80115.71,807629.92,76472.19,971537.63,1651374.42,2397648.77,133007.94,83411.19,809329.4
23,28,#N/A,12,PS,5,0.5,4802001.43,344558.1,2418765.01,114119.14,865492.48,93147.32,1098581.96,2203598.22,2619114.48,138110,77453.62,898153.04
23,28,#N/A,12,PS,5,0.5,3388945.04,186930.56,1577814.81,59657.28,610102.26,58015.37,765046.66,1211829.66,1887960.43,107912.34,95426.32,642437.56
23,28,#N/A,12,PS,5,0.5,4683940.36,304398.52,1908798.21,69201.33,836348.01,74801.15,934007.77,1808596.21,2558504.19,149959.65,107241.86,873758.33
23,28,#N/A,12,PS,5,0.5,3546191.34,255663.53,1675247.11,72983.59,676179.45,65094.55,822942.7,1502916.42,2000132.1,108310.2,60915.85,679229.37
28,28,#N/A,12,PS,5,0.5,5019708.63,338923.49,1888465.02,60915.59,901133.36,77305.44,949277.58,1951814.35,2745458.3,164549,107648.36,916413.28
28,28,#N/A,12,PS,5,0.5,4579884.45,334313.28,1858023.78,54341.64,791858.31,64690.91,930332.05,1735053.31,2454835.61,148685.23,140839.8,838524.64
28,28,#N/A,12,PS,5,0.5,4837903.99,400647.95,2035439.68,50317.2,824800.02,65280.65,1046532.12,1891508.56,2559324.53,156334.14,184915.33,897894.43
28,28,#N/A,12,PS,5,0.5,4364179.65,347755.5,1889958.44,54463.5,756136.45,67104.21,966930.25,1716088.79,2312352.95,138288.6,149708.01,818421.58
28,28,#N/A,12,PS,5,0.5,4513488.5,301629.52,1937636.16,69269.51,846923.88,95448.73,1054880.18,1679029.38,2440281.38,139001.63,123650.74,922119.73
23,28,#N/A,12,PS,5,0.5,3030872.78,239955.95,1449512.2,45195.34,547738.69,58278.32,780715.36,1185775.45,1618843.47,92563.86,108537.67,610735.92
28,28,#N/A,12,PS,5,0.5,4000012.39,324107.16,1984302.6,67859.32,761622.51,63507.32,1024530.53,1637489.3,2281409.39,127237.03,117931.95,792456.18
28,28,#N/A,12,PS,5,0.5,4538559.15,310116.7,2101546.62,60076.21,755740.57,78786.02,1110450.43,1595622.58,2259076.74,135449.34,255260.03,935189.33
12.5,7,7.6,10,PE,14,0.00002,16612.48,1632.96,9601.72,154.45,2765.59,599.51,7827.35,4933.73,6591.56,435.06,3063.7,6279.62
12.5,7,7.6,10,PE,14,0.00002,24091.75,2412.35,13780.95,227.03,3868.67,860.79,10916.2,7161.95,9165.95,560.48,4536.36,9227.18
12.5,21,7.6,10,PE,14,0.00002,47681.55,4737.95,27290.6,438.45,7637.7,1724.75,21746.4,13933.15,17967.1,1091,9160.85,18473.5
12.5,21,7.6,10,PE,14,0.00002,26671.15,2623.5,15304.2,248.5,4345.54,969.93,12272.23,7863.24,10274.31,646.81,5001.03,10182.33
12.5,21,7.6,10,PE,14,0.00002,3121.75,338.35,1864.2,31.53,606.42,102.79,1590.2,1012.95,1563.7,127.48,441.61,1043.18
12.5,21,7.6,10,PE,14,0.00002,13654.07,1050.54,9221.38,153.66,3517.76,348.64,7201.67,4874.53,9179.68,713.59,1034.64,3797.16
12.5,21,7.6,10,PE,14,0.00002,18299.25,1781.2,10761.5,176.84,3148.6,626.85,8774.13,5557.14,7795.61,547.85,3158.01,6704.47
12.5,42,7.6,10,PE,14,0.00002,19196.55,1959.95,11108.6,181.45,3219.7,659.75,8318.4,6232.15,7959.1,471,3207.85,6986.5
12.5,42,7.6,10,PE,14,0.00002,12108,1198,7004,120,1985,431,5529,3589,4660,280,2281,4672
12.5,42,7.6,10,PE,14,0.00002,14398,1475,8443,151,2451,483,6398,4568,5784,345,2475,5353
12.5,42,7.6,10,PE,14,0.00002,10093.98,1253.29,6763.2,141.83,2683.86,230.94,4582.7,4251.14,7999.1,600.41,134.95,2223.85
12.5,42,7.6,10,PE,14,0.00002,11621.3,2094.3,6619.3,197.48,2627.62,398.04,4329.1,5122.1,7304.8,512.98,411.46,2740.18
12.5,42,7.6,10,PE,14,0.00002,7696.25,748.85,4758.95,149.53,1511.17,247.29,3224.7,3058.45,3520.95,197.98,883.36,2522.68
12.5,44,7.6,10,PE,14,0.00002,4834.3,390.3,3173.3,101.98,1196.62,155.54,2925.6,1911.1,2725.3,266.48,397.96,1347.68
12.5,44,7.6,10,PE,14,0.00002,5675,502.6,3836.2,108.03,1349.17,169.04,2739.95,2249.7,3139.45,208.48,398.61,1608.93
